function_name,module,implemented,impl_file,tested,test_file
nppiXorC_16u_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_16u_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_16u_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_16u_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_16u_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_16u_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_16u_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_32s_AC4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_AC4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_AC4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_AC4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C1IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C1IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C1R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C1R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C3IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_32s_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_32s_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXorC_32s_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_32s_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xorc.cpp
nppiXorC_8u_AC4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_8u_AC4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_8u_AC4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_8u_AC4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwisec_ac4_param.cpp
nppiXorC_8u_C1IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C1IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C1R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C1R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C3IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXorC_8u_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xorc.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_AC4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_16u_AC4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_16u_AC4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_extended.cpp
nppiXor_16u_AC4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_16u_C1IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C1IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C1R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C1R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C3IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_16u_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_16u_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_16u_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_extended.cpp
nppiXor_16u_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_32s_AC4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_AC4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_AC4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_AC4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C1IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C1IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C1R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C1R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C3IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor.cpp
nppiXor_32s_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_32s_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_32s_param.cpp
nppiXor_8u_AC4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_8u_AC4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_8u_AC4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_extended.cpp
nppiXor_8u_AC4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_bitwise_ac4_param.cpp
nppiXor_8u_C1IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C1IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C1R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C1R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C3IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C3IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C3R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C3R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C4IR,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C4IR_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C4R,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiXor_8u_C4R_Ctx,nppi_arithmetic_and_logical_operations.h,yes,src/nppi/nppi_arithmetic_operations/nppi_xor.cu,yes,test/unit/nppi/nppi_arithmetic_operations/test_nppi_xor_param.cpp
nppiAlphaCompColorKey_8u_AC4R,nppi_color_conversion.h,no,,no,
nppiAlphaCompColorKey_8u_AC4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_709HDTV_8u_AC4C2R,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_709HDTV_8u_AC4C2R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_709HDTV_8u_C3C2R,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_709HDTV_8u_C3C2R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_8u_AC4C2R,nppi_color_conversion.h,no,,no,
nppiBGRToCbYCr422_8u_AC4C2R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AC4P4R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AC4P4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AC4R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AC4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AP4C4R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AP4C4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AP4R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_AP4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_P3C3R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_P3C3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToHLS_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToLab_8u_C3R,nppi_color_conversion.h,no,,no,
nppiBGRToLab_8u_C3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_JPEG_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_JPEG_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_JPEG_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr411_JPEG_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709CSC_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709CSC_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709CSC_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709CSC_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709HDTV_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_709HDTV_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_JPEG_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_JPEG_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_JPEG_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr420_JPEG_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_AC4C2R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_AC4C2R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_C3C2R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_C3C2R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_JPEG_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_JPEG_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_JPEG_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr422_JPEG_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr444_JPEG_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr444_JPEG_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr444_JPEG_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr444_JPEG_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_AC4P4R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_AC4P4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCbCr_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_709CSC_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_709CSC_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_709CSC_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_709CSC_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYCrCb420_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV420_8u_AC4P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV420_8u_AC4P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_AC4P4R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_AC4P4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_AC4R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_AC4R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_C3P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_C3P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_C3R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_C3R_Ctx,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_P3R,nppi_color_conversion.h,no,,no,
nppiBGRToYUV_8u_P3R_Ctx,nppi_color_conversion.h,no,,no,
nppiCFAToRGBA_16u_C1AC4R,nppi_color_conversion.h,no,,no,
nppiCFAToRGBA_16u_C1AC4R_Ctx,nppi_color_conversion.h,no,,no,
nppiCFAToRGBA_8u_C1AC4R,nppi_color_conversion.h,no,,no,
nppiCFAToRGBA_8u_C1AC4R_Ctx,nppi_color_conversion.h,no,,no,
nppiCFAToRGB_16u_C1C3R,nppi_color_conversion.h,yes,src/nppi/nppi_color_conversion_operations/nppi_cfa_to_rgb.cpp,no,
nppiCFAToRGB_16u_C1C3R_Ctx,nppi_color_conversion.h,yes,src/nppi/nppi_color_conversion_operations/nppi_cfa_to_rgb.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_cfa_to_rgb.cpp
