function_name,module,implemented,impl_file,tested,test_file
nppiConvert_8s8u_C1Rs_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_C1R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert_param.cpp
nppiConvert_8u16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert_param.cpp
nppiConvert_8u16u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u16u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32f_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32f_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32f_C1R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert_param.cpp
nppiConvert_8u32f_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert_param.cpp
nppiConvert_8u32f_C3R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert.cpp
nppiConvert_8u32f_C3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_convert.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_convert.cpp
nppiConvert_8u32f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u32s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u8s_C1RSfs,nppi_data_exchange_and_initialization.h,no,,no,
nppiConvert_8u8s_C1RSfs_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_C1R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,yes,test/unit/nppi/nppi_geometry_transforms/test_nppi_copyConstBorder.cpp
nppiCopyConstBorder_16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,no,
nppiCopyConstBorder_16s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_16u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_C1R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,yes,test/unit/nppi/nppi_geometry_transforms/test_nppi_copyConstBorder.cpp
nppiCopyConstBorder_32f_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,no,
nppiCopyConstBorder_32f_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_32s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_8u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_8u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_8u_C1R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,yes,test/unit/nppi/nppi_geometry_transforms/test_nppi_copyConstBorder.cpp
nppiCopyConstBorder_8u_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,yes,test/unit/nppi/nppi_geometry_transforms/test_nppi_copyConstBorder.cpp
nppiCopyConstBorder_8u_C3R,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,yes,test/unit/nppi/nppi_geometry_transforms/test_nppi_copyConstBorder.cpp
nppiCopyConstBorder_8u_C3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_geometry_transforms/nppi_copyConstBorder.cpp,no,
nppiCopyConstBorder_8u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyConstBorder_8u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_16u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_32s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyReplicateBorder_8u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_16u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_32s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopySubpix_8u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_16u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_32s_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopyWrapBorder_8u_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16f_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_AC4MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_AC4MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C1R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C3C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3CR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3CR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C3P3R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C3P3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C3R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C4C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4CR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4CR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4P4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4P4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_C4R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_C4R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_P3C3R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_P3C3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16s_P4C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16s_P4C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C2R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C2R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16sc_C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_AC4MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_AC4MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_AC4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_AC4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1C3R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1C3R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1C4R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1C4R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C1R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy_param.cpp
nppiCopy_16u_C1R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy_param.cpp
nppiCopy_16u_C3C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3CR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3CR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3MR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3MR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C3P3R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16u_C3P3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16u_C3R,nppi_data_exchange_and_initialization.h,no,,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16u_C3R_Ctx,nppi_data_exchange_and_initialization.h,yes,src/nppi/nppi_data_exchange_and_initialization/nppi_copy.cpp,yes,test/unit/nppi/nppi_data_exchange_and_initialization/test_nppi_copy.cpp
nppiCopy_16u_C4C1R,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C4C1R_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C4CR,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C4CR_Ctx,nppi_data_exchange_and_initialization.h,no,,no,
nppiCopy_16u_C4MR,nppi_data_exchange_and_initialization.h,no,,no,
