function_name,usage_count,implemented,impl_file,tested,test_file
nppiColorTwist32f_16s_C2R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_C2R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_C3IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_16s_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_C3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_16s_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16s_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_AC4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_AC4R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_16u_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C2IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C2IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C2R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C2R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C3IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_16u_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_C3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_16u_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_16u_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8s_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_AC4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_AC4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C2IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C2IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C2R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C2R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C3IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8s_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist32f_8u_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_AC4IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_AC4R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C1R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C2IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C2IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C2R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C2R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C3IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C3R_Ctx,2,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_C4R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_IP3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwist32f_8u_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,no,
nppiColorTwist32f_8u_P3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_color_twist.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_color_twist.cpp
nppiColorTwistBatch32fC_16f_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_16f_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_16f_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_16f_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_8u_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_8u_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_8u_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32fC_8u_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C3IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_16f_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_AC4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_AC4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C3IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch32f_8u_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32fC_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32fC_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32fC_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32fC_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_AC4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_AC4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C3IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwistBatch_32f_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32fC_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32fC_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32fC_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32fC_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_AC4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_AC4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_AC4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_AC4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C1IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C1IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C2IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C2IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C2R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C2R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C3IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C3IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C4IR,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C4IR_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiColorTwist_32f_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C1R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C4R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiCompColorKey_8u_C4R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaFwd_8u_AC4IR,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_AC4IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_AC4R,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_AC4R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_C3IR,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_C3IR_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_C3R,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_C3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaFwd_8u_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaFwd_8u_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaFwd_8u_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaFwd_8u_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaInv_8u_AC4IR,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_AC4IR_Ctx,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_AC4R,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_AC4R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_C3IR,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_C3IR_Ctx,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_C3R,2,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_C3R_Ctx,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gamma.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gamma.cpp
nppiGammaInv_8u_IP3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaInv_8u_IP3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaInv_8u_P3R,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGammaInv_8u_P3R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_color_conversion_missing.cpp,no,
nppiGradientColorToGray_16s_C3C1R,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gradient_color_to_gray.cpp
nppiGradientColorToGray_16s_C3C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,no,
nppiGradientColorToGray_16u_C3C1R,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gradient_color_to_gray.cpp
nppiGradientColorToGray_16u_C3C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,no,
nppiGradientColorToGray_32f_C3C1R,1,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,yes,test/unit/nppi/nppi_color_conversion_operations/test_nppi_gradient_color_to_gray.cpp
nppiGradientColorToGray_32f_C3C1R_Ctx,0,yes,src/nppi/nppi_color_conversion_operations/nppi_gradient_color_to_gray.cpp,no,
